index_new,mz,RT,dataset.x,dataset.y,comp1.x,comp1.y,GroupContrib.x,GroupContrib.y,Compound_Name,rev_cosine,ba_lib,syn_lib,Concordance,mean_vip
33,613.2185145440433,3.8741503,MSV000089558_22755,MSV000092652_21773,1.7777058750580632,1.7082706611185143,TRUE,FALSE,NA,NA,NA,NA,No,1.7429882680882889
519,408.1978316043294,0.48595268,MSV000089558_4333,MSV000092652_4107,1.7023113004559907,1.7798715770127755,TRUE,TRUE,NA,NA,NA,NA,Yes,1.741091438734383
193,333.1331482755021,2.4562545,MSV000089558_12496,MSV000092652_11770,1.5269536612301078,1.9505935288827738,FALSE,FALSE,NA,NA,NA,NA,Yes,1.7387735950564407
390,382.2950669365348,4.345904,MSV000089558_26810,MSV000092652_23655,1.7032821403003517,1.7693567011078857,TRUE,TRUE,NA,NA,NA,"Candidate Carnitine (delta mass 220.1823; sirius atomic difference: 15C, 24H, 1O; buddy atomic difference: 15C, 24H, 1O; putative explanation: CAR 15:2)",Yes,1.7363194207041186
4,559.1562726440255,2.6690054,MSV000089558_13782,MSV000092652_13487,1.7919363710257137,1.6704540405870916,TRUE,TRUE,NA,NA,NA,NA,Yes,1.7311952058064026
109,466.31746317765976,3.9210088,MSV000089558_23018,MSV000092652_21957,1.2668692766585758,2.193260618433683,TRUE,TRUE,NA,NA,NA,Candidate Carnitine (delta mass 304.2039 putative explanation: CAR 19:4;O2),Yes,1.7300649475461294
567,427.18681965919734,3.008332,MSV000089558_15830,MSV000092652_15793,1.9522148654117748,1.5055158090455187,TRUE,TRUE,NA,NA,NA,NA,Yes,1.7288653372286467
220,348.14468407067073,3.0043344,MSV000089558_15826,MSV000092652_15747,1.4479416127479632,2.0028033008994157,FALSE,FALSE,NA,NA,NA,NA,Yes,1.7253724568236894
70,442.209938071616,3.4795034,MSV000089558_18790,MSV000092652_19027,1.724208110116382,1.7174490978165975,FALSE,FALSE,NA,NA,NA,NA,Yes,1.7208286039664897
370,372.3111223428149,5.087464,MSV000089558_29018,MSV000092652_26417,1.7704309820171933,1.664473017683846,TRUE,FALSE,Myristoylcarnitine -  eV,NA,NA,"Candidate Carnitine (delta mass 210.1981; sirius atomic difference: 14C, 26H, 1O; buddy atomic difference: 14C, 26H, 1O; putative explanation: CAR 14:0)",No,1.7174519998505198
476,304.17512356597354,0.99806416,MSV000089558_7613,MSV000092652_6324,1.3496130801471615,2.0801595148311796,TRUE,TRUE,NA,NA,NA,NA,Yes,1.7148862974891705
529,411.1805694977429,0.55796456,MSV000089558_6198,MSV000092652_4988,1.7191148848941784,1.7096209652513328,TRUE,TRUE,NA,NA,NA,NA,Yes,1.7143679250727555
618,534.1907132247923,2.5567098,MSV000089558_13107,MSV000092652_12447,1.7058762818874946,1.718356339760906,TRUE,TRUE,NA,NA,NA,NA,Yes,1.7121163108242003
166,323.17336996418044,1.9362497,MSV000089558_10250,MSV000092652_8887,1.8845425118898793,1.5301323671185827,TRUE,TRUE,NA,NA,NA,NA,Yes,1.7073374395042311
313,260.18593169186045,2.5573497,MSV000089558_13088,MSV000092652_12437,1.7434807382282302,1.669533150195699,TRUE,TRUE,"(R)-3-CARBOXY-2-(HEXANOYLOXY)-N,N,N-TRIMETHYLPROPAN-1-AMINIUM",NA,NA,"Candidate Carnitine (delta mass 98.0731; sirius atomic difference: 6C, 10H, 1O; buddy atomic difference: 6C, 10H, 1O; putative explanation: CAR 6:0)",Yes,1.7065069442119647
359,366.2647611155438,4.12384,MSV000089558_24713,MSV000092652_22670,1.844968440526353,1.5671418641155195,TRUE,TRUE,NA,NA,NA,"Candidate Carnitine (delta mass 204.1512; sirius atomic difference: 14C, 20H, 1O; buddy atomic difference: 14C, 20H, 1O; putative explanation: CAR 14:3)",Yes,1.7060551523209362
110,468.1971631821908,0.55413496,MSV000089558_6016,MSV000092652_4948,1.8118373259199512,1.595925183812414,TRUE,TRUE,NA,NA,NA,NA,Yes,1.7038812548661826
303,257.0903012002888,2.5756865,MSV000089558_13386,MSV000092652_12775,1.643010225769548,1.7625152615180473,FALSE,FALSE,NA,NA,NA,NA,Yes,1.7027627436437975
632,162.11257586667892,0.24580632,MSV000089558_2645,MSV000092652_1174,1.5897323666713092,1.8074814928903626,TRUE,TRUE,L-CARNITINE - 20.0 eV,NA,NA,NA,Yes,1.698606929780836
458,295.12801041050426,1.6082225,MSV000089558_9033,MSV000092652_7294,1.9147671250673468,1.4808897452238268,TRUE,TRUE,Spectral Match to Glu Phe from METLIN,NA,NA,NA,Yes,1.6978284351455868
472,303.1548414952307,0.32017818,MSV000089558_3459,MSV000092652_2706,1.5076257137579596,1.881763394446441,TRUE,FALSE,NA,NA,NA,NA,No,1.6946945541022003
560,425.170829287785,2.3154526,MSV000089558_11796,MSV000092652_10915,1.7380699100410124,1.6440660886684921,FALSE,FALSE,NA,NA,NA,NA,Yes,1.6910679993547522
74,443.2181326234554,3.0856798,MSV000089558_17294,MSV000092652_16259,1.8102801559770771,1.571138497751241,TRUE,TRUE,NA,NA,NA,"2,5-dimethoxybenzoic-acid_4-hydroxy-3-methoxycinnamic-acid_cadaverine (known structural isomers: 1; isobaric peaks in run: 3)",Yes,1.690709326864159
461,295.201696356996,1.8116066,MSV000089558_9382,MSV000092652_7872,1.7163137910039805,1.659414792162015,FALSE,FALSE,NA,NA,NA,NA,Yes,1.6878642915829978
474,304.15096094994647,0.7614073,MSV000089558_7556,MSV000092652_5614,1.9354822808123948,1.4377412564425442,TRUE,TRUE,NA,NA,NA,NA,Yes,1.6866117686274695
383,379.2085878279968,0.47083387,MSV000089558_5113,MSV000092652_4243,1.3579174071538644,2.004919779670485,TRUE,TRUE,NA,NA,NA,NA,Yes,1.6814185934121748
641,184.06044230581455,0.3891841,MSV000089558_4790,MSV000092652_3630,1.8529895385675461,1.5077464875999744,FALSE,FALSE,NA,NA,NA,NA,Yes,1.6803680130837604
547,420.2772357007039,4.5466866,MSV000089558_27769,MSV000092652_24562,1.6678470608893252,1.6894279924843976,FALSE,FALSE,NA,NA,NA,NA,Yes,1.6786375266868614
218,347.27956255410743,4.362608,MSV000089558_25752,MSV000092652_23875,1.6700754974524519,1.6833892594419435,FALSE,FALSE,NA,NA,NA,NA,Yes,1.6767323784471977
667,739.219053065205,2.9314282,MSV000089558_15471,MSV000092652_15279,1.825931882248003,1.5255824172943242,TRUE,TRUE,NA,NA,NA,NA,Yes,1.6757571497711636
487,311.123204604957,0.3874085,MSV000089558_6095,MSV000092652_2790,1.8350826581609414,1.514696055388654,TRUE,FALSE,NA,NA,NA,NA,No,1.6748893567747976
126,476.35857013217986,3.1904137,MSV000089558_17207,MSV000092652_17007,1.3683250513880354,1.9811083609727222,TRUE,TRUE,NA,NA,NA,NA,Yes,1.6747167061803787
167,323.17310961633666,1.6961588,MSV000089558_9131,MSV000092652_7464,1.3973261512480841,1.9517169638524423,FALSE,FALSE,NA,NA,NA,NA,Yes,1.6745215575502632
165,323.16056032545634,2.5445204,MSV000089558_13126,MSV000092652_12436,1.3834867781275086,1.9653695057762839,FALSE,FALSE,NA,NA,NA,NA,Yes,1.6744281419518963
242,197.09187851396345,0.3574247,MSV000089558_4227,MSV000092652_3604,1.5378256444746277,1.8102218021629812,FALSE,FALSE,NA,NA,NA,NA,Yes,1.6740237233188044
276,235.169490234028,4.076105,MSV000089558_24986,MSV000092652_22852,1.5598876212699821,1.7841673133609395,TRUE,TRUE,NA,NA,NA,NA,Yes,1.672027467315461
149,316.15432574420635,1.440204,MSV000089558_8880,MSV000092652_7100,1.5061751928153213,1.8358266642977146,FALSE,FALSE,NA,NA,NA,NA,Yes,1.671000928556518
443,290.1588028678916,0.5480784,MSV000089558_5924,MSV000092652_4830,1.4828975119266607,1.85663838108138,TRUE,TRUE,O-adipoylcarnitine,NA,NA,Candidate Carnitine (delta mass 128.0475 putative explanation: CAR 6:1;O2),Yes,1.6697679465040203
510,405.30058625936897,5.245634,MSV000089558_31832,MSV000092652_26849,1.6853898275355357,1.6526294177256362,FALSE,FALSE,"""Candidate Trihydroxylated bile acid (delta mass -3.9946; sirius atomic difference: 1C, -1O; buddy atomic difference: 1C, -1O)""",NA,"3a, 12k_(R)-(-)-methyl mandelate (known structural isomers: 0; isobaric peaks in run: 9)",NA,Yes,1.669009622630586
441,288.28983862355744,4.4890285,MSV000089558_28046,MSV000092652_24525,1.2574687932818958,2.0768917970257594,FALSE,TRUE,NA,NA,NA,NA,No,1.6671802951538277
593,498.2599499400902,2.7315357,MSV000089558_13979,MSV000092652_13668,1.9766607171770998,1.3565469671699548,TRUE,TRUE,NA,NA,NA,"N1-(3-aminopropyl)butane-1,4-diamine_ferulic-acid_ferulic-acid (known structural isomers: 0; isobaric peaks in run: 0)",Yes,1.6666038421735272
31,611.2670648052131,3.1983695,MSV000089558_16113,MSV000092652_16659,1.193340067822539,2.138419985887537,FALSE,TRUE,"""Candidate Trihydroxylated bile acid (delta mass 201.9721; sirius atomic difference: 3C, 2H, 6N, 1O, 2S)""",NA,NA,NA,No,1.6658800268550378
56,662.2822592762515,3.4336448,MSV000089558_18555,MSV000092652_18736,1.80460588613809,1.5237328965603918,TRUE,TRUE,NA,NA,NA,NA,Yes,1.6641693913492408
208,344.2082485425499,2.6852434,MSV000089558_13471,MSV000092652_13384,1.2978790047508744,2.027306435914194,TRUE,TRUE,NA,NA,NA,Candidate Carnitine (delta mass 182.0941 putative explanation: CAR 10:2;O2),Yes,1.6625927203325341
62,439.22357034863165,3.077913,MSV000089558_16237,MSV000092652_16201,1.6767219632721202,1.6484354951107083,TRUE,TRUE,NA,NA,NA,NA,Yes,1.6625787291914143
620,537.3202062704632,3.5943482,MSV000089558_19933,MSV000092652_19881,1.6440392452225419,1.68064831065691,TRUE,TRUE,NA,NA,NA,"Candidate Carnitine (delta mass 375.2079; buddy atomic difference: 26C, 29H, 3O; putative explanation: N/A)",Yes,1.6623437779397259
668,740.260219213466,2.2506616,MSV000089558_11372,MSV000092652_10416,1.442501840149537,1.8818976269764671,FALSE,FALSE,NA,NA,NA,NA,Yes,1.662199733563002
256,218.1021967467479,2.078468,MSV000089558_10861,MSV000092652_9483,1.5155325751685287,1.8050797748534055,TRUE,TRUE,NA,NA,NA,Tartaric acid_piperidine (known structural isomers: 2; isobaric peaks in run: 0),Yes,1.6603061750109671
285,243.1229567855162,2.4434361,MSV000089558_12327,MSV000092652_12197,1.6565519209590462,1.6597011338803787,FALSE,FALSE,NA,NA,NA,NA,Yes,1.6581265274197126
545,417.2966247448616,4.922559,MSV000089558_30108,MSV000092652_25839,1.4222778475554427,1.8921587165658107,FALSE,TRUE,"""Candidate Monohydroxylated bile acid (delta mass 39.9903; sirius atomic difference: -3C, 2N, 3O; buddy atomic difference: -3C, 2N, 3O)""",NA,NA,NA,No,1.6572182820606267
318,266.16004500723585,0.2569731,MSV000089558_2857,MSV000092652_1068,1.9010071703535574,1.4126041203862927,TRUE,TRUE,NA,NA,NA,NA,Yes,1.656805645369925
6,563.335092538396,3.7806187,MSV000089558_22216,MSV000092652_21220,1.2831867298820965,2.025969576463819,TRUE,TRUE,NA,NA,NA,Candidate Carnitine (delta mass 401.2234 putative explanation: N/A),Yes,1.6545781531729578
244,202.068554458987,0.23111376,MSV000089558_1331,MSV000092652_528,1.6814600425535702,1.6265418469157666,TRUE,TRUE,NA,NA,NA,NA,Yes,1.6540009447346684
113,469.2725063059705,5.2183537,MSV000089558_31688,MSV000092652_26794,1.7744200223506534,1.5304311941568167,FALSE,TRUE,NA,NA,NA,NA,No,1.652425608253735
515,407.20592950929966,3.5139194,MSV000089558_19183,MSV000092652_19338,1.3364405875469971,1.9680382069351663,TRUE,TRUE,"""Candidate Trihydroxylated bile acid (delta mass -2.092; sirius atomic difference: -6C, -6H, 2N, -1O, 2S; buddy atomic difference: -7C, -10H, 2N, 4O)""",NA,NA,NA,Yes,1.6522393972410816
371,373.1603187494099,0.5193313,MSV000089558_5928,MSV000092652_4655,1.33376205971857,1.968207589450311,TRUE,TRUE,NA,NA,NA,NA,Yes,1.6509848245844405
434,285.1696691476003,2.6753242,MSV000089558_13785,MSV000092652_13419,1.522764123350428,1.7776504577017,FALSE,FALSE,NA,NA,NA,NA,Yes,1.650207290526064
205,340.24967092387436,3.9293647,MSV000089558_22714,MSV000092652_21883,1.7830307048117178,1.516015672341971,TRUE,TRUE,"""Candidate Dihydroxylated bile acid (delta mass -53.0522; sirius atomic difference: -5C, -7H, 1N; buddy atomic difference: -5C, -7H, 1N)""",NA,NA,NA,Yes,1.6495231885768444
94,457.1988435643891,3.0113344,MSV000089558_15961,MSV000092652_15915,1.8728740750895678,1.4223078729937257,TRUE,TRUE,NA,NA,NA,NA,Yes,1.6475909740416468
184,329.2325595411835,2.9976056,MSV000089558_15563,MSV000092652_15543,1.6766615933618279,1.613519432174174,FALSE,FALSE,NA,NA,NA,NA,Yes,1.645090512768001
362,368.1277125067107,1.3994889,MSV000089558_8704,MSV000092652_7011,1.926429210341043,1.363507177767728,TRUE,TRUE,NA,NA,NA,NA,Yes,1.6449681940543854
186,330.1379301649023,0.34718177,MSV000089558_3638,MSV000092652_3149,1.9162918586225421,1.3731419547944925,TRUE,TRUE,NA,NA,NA,NA,Yes,1.6447169067085174
320,267.1590014913462,2.6882744,MSV000089558_13844,MSV000092652_13437,1.5945901326225065,1.6946175321188808,FALSE,FALSE,NA,NA,NA,NA,Yes,1.6446038323706937
633,164.07071461796662,2.3921933,MSV000089558_12507,MSV000092652_11457,1.3518373867711695,1.9358916226885634,FALSE,FALSE,NA,NA,NA,acryloyl chloride_4-aminophenol (known structural isomers: 0; isobaric peaks in run: 9),Yes,1.6438645047298666
640,182.08130790487763,0.34137425,MSV000089558_4244,MSV000092652_3026,1.4706586695113657,1.8154497760633723,FALSE,FALSE,Massbank:CE000230 Tyrosine,NA,NA,Tyr (known structural isomers: 0; isobaric peaks in run: 0),Yes,1.643054222787369
175,326.2327627397837,3.773296,MSV000089558_22035,MSV000092652_21148,1.3056505127762814,1.9784929400338322,FALSE,TRUE,NA,NA,NA,NA,No,1.6420717264050568
643,440.1935414983105,3.7083845,MSV000089558_18642,MSV000092652_20736,1.8228589981018242,1.457143629467146,TRUE,TRUE,NA,NA,NA,NA,Yes,1.640001313784485
22,597.3643235839556,4.2678695,MSV000089558_26518,MSV000092652_23349,1.4628455933345872,1.8134408271163418,FALSE,FALSE,NA,NA,NA,NA,Yes,1.6381432102254645
531,411.2933209859862,3.7709506,MSV000089558_19629,MSV000092652_21213,1.3536804207472841,1.9145404596690887,FALSE,FALSE,NA,NA,NA,NA,Yes,1.6341104402081865
499,398.32693719442847,4.9389596,MSV000089558_30123,MSV000092652_25901,1.7780856051012295,1.4875099387576152,TRUE,TRUE,NA,NA,NA,"Candidate Carnitine (delta mass 236.214; sirius atomic difference: 16C, 28H, 1O; buddy atomic difference: 16C, 28H, 1O; putative explanation: CAR 16:1)",Yes,1.6327977719294222
559,424.3423983046489,5.0713644,MSV000089558_30926,MSV000092652_26290,1.788899659667388,1.4754830344328849,TRUE,TRUE,NA,NA,NA,NA,Yes,1.6321913470501364
495,397.2086084879185,0.54830873,MSV000089558_5008,MSV000092652_4814,1.418884069482657,1.8436284178824078,TRUE,TRUE,NA,NA,NA,NA,Yes,1.6312562436825324
631,150.0912213149489,0.39616713,MSV000089558_2881,MSV000092652_3755,1.7595622964302013,1.501852465663555,TRUE,FALSE,NA,NA,NA,NA,No,1.6307073810468782
306,258.2066568913537,2.374816,MSV000089558_12167,MSV000092652_11311,1.5436022992232235,1.71528544545354,FALSE,FALSE,NA,NA,NA,NA,Yes,1.6294438723383817
524,410.258159961991,3.985573,MSV000089558_23472,MSV000092652_22136,1.4246867564830759,1.8285092428419438,FALSE,FALSE,NA,NA,NA,NA,Yes,1.62659799966251
19,591.3245284406557,2.5642838,MSV000089558_13181,MSV000092652_12503,1.4038523270784886,1.8478866250389738,TRUE,TRUE,NA,NA,NA,NA,Yes,1.6258694760587313
615,528.3181747665864,3.6066444,MSV000089558_20168,MSV000092652_19985,1.870564403922412,1.3809389759732302,TRUE,TRUE,NA,NA,NA,NA,Yes,1.6257516899478213
404,392.09625679617545,1.323848,MSV000089558_8639,MSV000092652_7017,1.8318398164375236,1.4195067230128435,TRUE,TRUE,NA,NA,NA,NA,Yes,1.6256732697251834
433,285.14422767723295,0.34249908,MSV000089558_5448,MSV000092652_1314,1.5412189990496814,1.7094048434183058,FALSE,FALSE,NA,NA,NA,NA,Yes,1.6253119212339935
553,422.326273929073,4.8496656,MSV000089558_29635,MSV000092652_25553,1.8209013146364719,1.427874657420016,TRUE,TRUE,NA,NA,NA,"Candidate Carnitine (delta mass 260.2146; sirius atomic difference: 18C, 28H, 1O; buddy atomic difference: 18C, 28H, 1O; putative explanation: CAR 18:3)",Yes,1.624387986028244
143,314.1637235893764,2.5154314,MSV000089558_13043,MSV000092652_12383,1.5388875426861366,1.7007642471007876,FALSE,FALSE,NA,NA,NA,NA,Yes,1.619825894893462
21,594.4020996520039,4.9755144,MSV000089558_30266,MSV000092652_25971,1.8202454362520817,1.4156140821864542,TRUE,FALSE,NA,NA,NA,NA,No,1.617929759219268
58,669.3027593699837,3.0352407,MSV000089558_15951,MSV000092652_15907,1.308056503292439,1.927658775813373,FALSE,TRUE,NA,NA,NA,NA,No,1.617857639552906
414,394.22602881095855,3.7412598,MSV000089558_21564,MSV000092652_20906,1.6294432156825178,1.5983503894793578,TRUE,TRUE,NA,NA,NA,NA,Yes,1.6138968025809377
580,432.2796932052876,3.8877387,MSV000089558_23539,MSV000092652_21782,1.498262253199849,1.724912072980017,FALSE,FALSE,NA,NA,NA,NA,Yes,1.611587163089933
273,232.15467427798836,0.61693317,MSV000089558_6876,MSV000092652_5259,1.667863604537128,1.5541932571029322,TRUE,TRUE,NA,NA,NA,"Candidate Carnitine (delta mass 70.042; sirius atomic difference: 4C, 6H, 1O; buddy atomic difference: 4C, 6H, 1O; putative explanation: CAR 4:0)",Yes,1.61102843082003
455,293.2477385233567,5.954933,MSV000089558_34774,MSV000092652_28327,1.518498607291137,1.7021344207891953,FALSE,FALSE,Spectral Match to 13(S)-HODE methyl ester from NIST14,NA,NA,NA,Yes,1.610316514040166
79,446.26209369496627,3.883728,MSV000089558_22968,MSV000092652_21771,1.338567678482355,1.8767387664379824,FALSE,FALSE,NA,NA,NA,NA,Yes,1.6076532224601687
501,399.27252160527655,2.7820134,MSV000089558_14351,MSV000092652_14038,1.5330671946640397,1.6749472955778002,FALSE,FALSE,NA,NA,NA,NA,Yes,1.60400724512092
522,408.3109125268577,4.7715983,MSV000089558_27412,MSV000092652_25326,1.4492135902308867,1.757959189880485,FALSE,FALSE,"""Candidate Trihydroxylated bile acid (delta mass -0.9835; sirius atomic difference: 1H, 1N, -1O; buddy atomic difference: 1H, 1N, -1O)""",NA,NA,NA,Yes,1.603586390055686
505,401.0985215889576,2.7376754,MSV000089558_14247,MSV000092652_13902,1.5632162808629497,1.6381743301326759,FALSE,FALSE,NA,NA,NA,NA,Yes,1.6006953054978128
420,277.21643857795186,5.3852673,MSV000089558_32103,MSV000092652_27141,1.320639648175665,1.8806554734775995,FALSE,FALSE,"Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14",NA,NA,NA,Yes,1.6006475608266322
309,259.190698789934,3.0970917,MSV000089558_14877,MSV000092652_16810,1.8632778302456732,1.3376337885763947,FALSE,FALSE,NA,NA,NA,tetradecanedioic-acid (known structural isomers: 0; isobaric peaks in run: 5),Yes,1.600455809411034
11,577.3732952694904,4.969094,MSV000089558_30305,MSV000092652_25947,1.8840755912856353,1.31237697905755,TRUE,FALSE,NA,NA,NA,NA,No,1.5982262851715925
582,434.2025426354596,2.2488966,MSV000089558_11537,MSV000092652_10517,1.9451208107902325,1.246312485890294,TRUE,TRUE,NA,NA,NA,NA,Yes,1.5957166483402632
427,281.0994453163664,0.9476097,MSV000089558_7883,MSV000092652_6352,1.6059220063737516,1.5851119199385855,TRUE,TRUE,NA,NA,NA,NA,Yes,1.5955169631561685
147,316.13751958904953,0.36329398,MSV000089558_4453,MSV000092652_3180,1.7646467236878842,1.4178973315525598,TRUE,TRUE,NA,NA,NA,NA,Yes,1.5912720276202221
248,207.1382083885587,1.9509535,MSV000089558_10194,MSV000092652_8496,1.4185336163551996,1.7621489336551739,FALSE,FALSE,NA,NA,NA,NA,Yes,1.5903412750051866
532,413.1405150455031,1.9522927,MSV000089558_9379,MSV000092652_8634,1.443876182551474,1.734383603598715,TRUE,TRUE,"Massbank:RP030803 N6-Threonylcarbamoyladenosine|t(6)a|(2S,3R)-2-[[9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]purin-6-yl]carbamoylamino]-3-hydroxybutanoic acid",NA,NA,NA,Yes,1.5891298930750946
271,230.06349428259125,4.442833,MSV000089558_27258,MSV000092652_24037,1.4810622035750045,1.69417969370583,FALSE,FALSE,NA,NA,NA,NA,Yes,1.5876209486404171
183,328.2849085138747,6.360573,MSV000089558_36584,MSV000092652_29207,1.479615714816935,1.6948627207073261,FALSE,FALSE,NA,NA,NA,NA,Yes,1.5872392177621306
233,355.15005465531715,0.81919014,MSV000089558_7606,MSV000092652_5693,1.580017751876116,1.5930833732977334,FALSE,FALSE,NA,NA,NA,NA,Yes,1.5865505625869247
266,226.08256376009837,0.31072137,MSV000089558_3396,MSV000092652_2680,1.6492619376284057,1.522205809547532,TRUE,TRUE,NA,NA,NA,NA,Yes,1.585733873587969
518,407.2793003581983,3.5102987,MSV000089558_19084,MSV000092652_19335,1.2671561435263223,1.9012499984287092,FALSE,FALSE,"""Candidate Tetrahydroxylated bile acid (delta mass -18.0104; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O)""",NA,NA,NA,Yes,1.584203070977516
52,651.3604460938092,2.9152281,MSV000089558_15340,MSV000092652_15141,1.2990333810089694,1.8659493336859805,TRUE,TRUE,NA,NA,NA,NA,Yes,1.5824913573474748
625,542.2098389353653,2.8126094,MSV000089558_14082,MSV000092652_14109,1.842592756605162,1.322135237962264,TRUE,TRUE,NA,NA,NA,NA,Yes,1.582363997283713
348,361.08560362305514,3.458173,MSV000089558_18700,MSV000092652_18955,1.3116020194654625,1.8521262595568642,TRUE,TRUE,NA,NA,NA,NA,Yes,1.5818641395111634
252,213.12353619726733,0.32538494,MSV000089558_4207,MSV000092652_2789,1.7593510025436656,1.3998779298985282,TRUE,TRUE,NA,NA,NA,NA,Yes,1.579614466221097
485,310.201470802935,3.2303529,MSV000089558_16471,MSV000092652_16665,1.684222610306602,1.4733503166204711,TRUE,TRUE,NA,NA,NA,Candidate Carnitine (delta mass 148.0875 putative explanation: CAR 10:3),Yes,1.5787864634635365
29,606.3153085133238,2.8002787,MSV000089558_14540,MSV000092652_14284,1.3283601816765287,1.8291897903031171,TRUE,TRUE,NA,NA,NA,NA,Yes,1.5787749859898228
332,273.10834643756294,0.54691577,MSV000089558_4130,MSV000092652_5338,1.5488979218474466,1.6066610448009686,TRUE,FALSE,NA,NA,NA,NA,No,1.5777794833242076
492,312.1653881679327,1.6044409,MSV000089558_9065,MSV000092652_7275,1.9453840291508413,1.2077470633910363,TRUE,TRUE,NA,NA,NA,NA,Yes,1.5765655462709387
224,350.1170051179601,2.158149,MSV000089558_10689,MSV000092652_9515,1.877756040985631,1.2749597191321569,TRUE,FALSE,Ampicillin_20eV,NA,NA,NA,No,1.576357880058894
481,309.1597959602885,3.627113,MSV000089558_19940,MSV000092652_20261,1.6262288058676067,1.5201319090736114,FALSE,FALSE,NA,NA,NA,NA,Yes,1.573180357470609
611,522.3453030447116,4.8658943,MSV000089558_29599,MSV000092652_25572,1.6008197393460388,1.5425681582598376,FALSE,FALSE,Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14,NA,NA,NA,Yes,1.5716939488029382
409,392.28773536512887,4.4658227,MSV000089558_27385,MSV000092652_24257,1.441869255914046,1.7003051787808552,FALSE,FALSE,NA,NA,NA,NA,Yes,1.5710872173474506
347,360.2750278588884,3.7061832,MSV000089558_22470,MSV000092652_21208,1.3478570194367814,1.7942087761358132,TRUE,TRUE,NA,NA,NA,"Candidate Carnitine (delta mass 198.1613; sirius atomic difference: 12C, 22H, 2O; buddy atomic difference: 12C, 22H, 2O; putative explanation: CAR 12:0;O)",Yes,1.5710328977862973
353,363.2176059236727,3.5166318,MSV000089558_18596,MSV000092652_18972,1.9449672691702946,1.196415084744328,TRUE,TRUE,NA,NA,NA,NA,Yes,1.5706911769573113
195,334.1656701253383,2.881357,MSV000089558_15087,MSV000092652_14872,1.4784460248393136,1.6624995300473335,FALSE,FALSE,NA,NA,NA,NA,Yes,1.5704727774433236
275,235.10806926030529,2.602286,MSV000089558_13402,MSV000092652_12849,1.5744682217314674,1.5657847108269063,FALSE,FALSE,NA,NA,NA,NA,Yes,1.570126466279187
216,346.2719886506248,5.6787624,MSV000089558_33728,MSV000092652_27815,1.4297419663141921,1.7097904721000765,FALSE,TRUE,NA,NA,NA,NA,No,1.5697662192071342
281,241.06437295674007,0.9763608,MSV000089558_8038,MSV000092652_6284,1.708901737132392,1.4291735731501016,FALSE,FALSE,NA,NA,NA,NA,Yes,1.5690376551412468
525,410.29028871966347,3.7758217,MSV000089558_19610,MSV000092652_21211,1.1759326355395978,1.960772275319948,FALSE,FALSE,NA,NA,NA,"C23 3a, 7k, 12a (known structural isomers: 0; isobaric peaks in run: 2)",Yes,1.568352455429773
155,319.1517757826044,1.9220631,MSV000089558_9879,MSV000092652_8433,1.5533416132999829,1.578029943280319,FALSE,FALSE,NA,NA,NA,NA,Yes,1.565685778290151
204,340.18707118325256,2.5298958,MSV000089558_12956,MSV000092652_12266,1.9403351950977712,1.190650987214199,TRUE,TRUE,NA,NA,NA,NA,Yes,1.565493091155985
17,585.3275043698897,3.9736,MSV000089558_23385,MSV000092652_22176,1.3512819950736046,1.779395792539874,TRUE,TRUE,NA,NA,NA,NA,Yes,1.5653388938067394
96,457.330908970733,5.364698,MSV000089558_32230,MSV000092652_27085,1.181289148051299,1.9481411022754955,FALSE,FALSE,NA,NA,NA,NA,Yes,1.5647151251633973
230,353.26752862124783,5.009123,MSV000089558_31321,MSV000092652_26321,1.4410641476456976,1.6871753691126288,FALSE,FALSE,"""Candidate Trihydroxylated bile acid (delta mass -56.0264; sirius atomic difference: -5C, -2H, -1O; buddy atomic difference: -3C, -4H, -1O)""",NA,NA,NA,Yes,1.5641197583791633
610,522.2268004793692,2.0168488,MSV000089558_10276,MSV000092652_8915,1.6025033095082195,1.5192864553018002,FALSE,FALSE,NA,NA,NA,NA,Yes,1.5608948824050097
212,346.1651412576172,0.99460304,MSV000089558_8030,MSV000092652_5807,1.3141788862138375,1.8032976774739977,FALSE,FALSE,NA,NA,NA,NA,Yes,1.5587382818439175
507,402.11219401070815,3.3373199,MSV000089558_18004,MSV000092652_18224,1.6412527935360832,1.475195107986756,TRUE,TRUE,NA,NA,NA,NA,Yes,1.5582239507614197
253,213.14867693833813,2.4424975,MSV000089558_12439,MSV000092652_11863,1.4025931730501344,1.7135528351152216,FALSE,FALSE,NA,NA,NA,NA,Yes,1.558073004082678
75,444.20981086627216,3.2323906,MSV000089558_17270,MSV000092652_17370,1.7752738384853437,1.3393429011595197,TRUE,TRUE,NA,NA,NA,NA,Yes,1.5573083698224317
607,520.339848368329,4.86675,MSV000089558_29499,MSV000092652_25588,1.5458131568970375,1.5677560924002405,FALSE,FALSE,Massbank:PR310844 LPC 18:2,NA,NA,NA,Yes,1.556784624648639
115,470.2659243911115,2.8297002,MSV000089558_14886,MSV000092652_14674,1.6778076155813715,1.4348277877309454,FALSE,TRUE,NA,NA,NA,NA,No,1.5563177016561585
